source,frame_id,imu_idx,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,free_accel_x,free_accel_y,free_accel_z,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z,rate_x,rate_y,rate_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,temperature,status_byte,packet_counter,time_fine
left,34,1,0.999231,0.000429839,0.0392194,0.000183397,-0.660609,-0.0841468,9.80509,0.107356,0.667172,0.842734,-0.0066075,-0.000850296,0.0980507,1,4.48413e-05,-7.21242e-06,2.58722e-06,0.00896826,-0.00144248,0.000517445,0.999231,0.000429839,0.0392194,0.000183397,0.127059,-0.75538,-0.827963,34.0625,1,16206,8225814
left,34,2,0.999231,0.000429839,0.0392194,0.000183397,-0.660609,-0.0841468,9.80509,0.107356,0.667172,0.842734,-0.0066075,-0.000850296,0.0980507,1,4.48413e-05,-7.21242e-06,2.58722e-06,0.00896826,-0.00144248,0.000517445,0.999231,0.000429839,0.0392194,0.000183397,0.127059,-0.75538,-0.827963,34.0625,1,16206,8225814
left,34,3,0.999231,0.000495583,0.0392148,0.000196021,-0.69049,-0.0775968,9.77752,0.0977606,0.663717,0.827574,-0.00690539,-0.000789699,0.0977751,1,6.90706e-05,-2.65975e-06,1.62237e-05,0.0138141,-0.000531949,0.00324474,0.999231,0.000495583,0.0392148,0.000196021,0.126685,-0.755936,-0.823934,34.0625,1,16207,8225914
left,34,4,0.999231,0.000495583,0.0392148,0.000196021,-0.69049,-0.0775968,9.77752,0.0977606,0.663717,0.827574,-0.00690539,-0.000789699,0.0977751,1,6.90706e-05,-2.65975e-06,1.62237e-05,0.0138141,-0.000531949,0.00324474,0.999231,0.000495583,0.0392148,0.000196021,0.126685,-0.755936,-0.823934,34.0625,1,16207,8225914
left,34,5,0.999231,0.000495583,0.0392148,0.000196021,-0.69049,-0.0775968,9.77752,0.0977606,0.663717,0.827574,-0.00690539,-0.000789699,0.0977751,1,6.90706e-05,-2.65975e-06,1.62237e-05,0.0138141,-0.000531949,0.00324474,0.999231,0.000495583,0.0392148,0.000196021,0.126685,-0.755936,-0.823934,34.0625,1,16207,8225914
right,17,1,0.999231,0.000545635,0.0392035,0.000187632,-0.734517,-0.0807334,9.78968,0.04252,0.644894,0.842057,-0.00734703,-0.00081784,0.0978966,1,5.40353e-05,-9.45671e-06,-5.04396e-06,0.0108071,-0.00189134,-0.00100879,0.999231,0.000545635,0.0392035,0.000187632,0.126694,-0.754979,-0.822902,34.0625,1,16208,8226014
right,17,2,0.999231,0.000545635,0.0392035,0.000187632,-0.734517,-0.0807334,9.78968,0.04252,0.644894,0.842057,-0.00734703,-0.00081784,0.0978966,1,5.40353e-05,-9.45671e-06,-5.04396e-06,0.0108071,-0.00189134,-0.00100879,0.999231,0.000545635,0.0392035,0.000187632,0.126694,-0.754979,-0.822902,34.0625,1,16208,8226014
right,17,3,0.999231,0.000545635,0.0392035,0.000187632,-0.734517,-0.0807334,9.78968,0.04252,0.644894,0.842057,-0.00734703,-0.00081784,0.0978966,1,5.40353e-05,-9.45671e-06,-5.04396e-06,0.0108071,-0.00189134,-0.00100879,0.999231,0.000545635,0.0392035,0.000187632,0.126694,-0.754979,-0.822902,34.0625,1,16208,8226014
right,17,4,0.999232,0.000589601,0.0391943,0.000196898,-0.717695,-0.110622,9.78116,0.050326,0.60852,0.842987,-0.00717834,-0.00111555,0.0978114,1,4.68213e-05,-7.23657e-06,1.20979e-05,0.00936426,-0.00144731,0.00241958,0.999232,0.000589601,0.0391943,0.000196898,0.126196,-0.755445,-0.82392,34.0625,1,16209,8226114
right,17,5,0.999232,0.000589601,0.0391943,0.000196898,-0.717695,-0.110622,9.78116,0.050326,0.60852,0.842987,-0.00717834,-0.00111555,0.0978114,1,4.68213e-05,-7.23657e-06,1.20979e-05,0.00936426,-0.00144731,0.00241958,0.999232,0.000589601,0.0391943,0.000196898,0.126196,-0.755445,-0.82392,34.0625,1,16209,8226114
right,17,6,0.999232,0.000589601,0.0391943,0.000196898,-0.717695,-0.110622,9.78116,0.050326,0.60852,0.842987,-0.00717834,-0.00111555,0.0978114,1,4.68213e-05,-7.23657e-06,1.20979e-05,0.00936426,-0.00144731,0.00241958,0.999232,0.000589601,0.0391943,0.000196898,0.126196,-0.755445,-0.82392,34.0625,1,16209,8226114
left,35,1,0.999232,0.00063565,0.0391696,0.000199471,-0.711867,-0.118503,9.81024,0.0723682,0.616702,0.860011,-0.0071231,-0.00119468,0.098102,1,4.88199e-05,-2.26349e-05,5.27884e-06,0.00976398,-0.00452697,0.00105577,0.999232,0.00063565,0.0391696,0.000199471,0.126644,-0.756388,-0.825964,34.0625,1,16210,8226214
left,35,2,0.999232,0.00063565,0.0391696,0.000199471,-0.711867,-0.118503,9.81024,0.0723682,0.616702,0.860011,-0.0071231,-0.00119468,0.098102,1,4.88199e-05,-2.26349e-05,5.27884e-06,0.00976398,-0.00452697,0.00105577,0.999232,0.00063565,0.0391696,0.000199471,0.126644,-0.756388,-0.825964,34.0625,1,16210,8226214
left,35,3,0.999232,0.00063565,0.0391696,0.000199471,-0.711867,-0.118503,9.81024,0.0723682,0.616702,0.860011,-0.0071231,-0.00119468,0.098102,1,4.88199e-05,-2.26349e-05,5.27884e-06,0.00976398,-0.00452697,0.00105577,0.999232,0.00063565,0.0391696,0.000199471,0.126644,-0.756388,-0.825964,34.0625,1,16210,8226214
left,35,4,0.999233,0.000673469,0.0391537,0.000209079,-0.714338,-0.1309,9.79657,0.0623556,0.58834,0.843509,-0.00714605,-0.00131724,0.0979654,1,4.11718e-05,-1.37463e-05,1.22473e-05,0.00823435,-0.00274926,0.00244946,0.999233,0.000673469,0.0391537,0.000209079,0.127121,-0.756871,-0.826482,34.0625,1,16211,8226314
