frame_id,point_id,x,y,z,doppler,snr,noise
323,1,0.1253,1.3859,-0.2089,0,303,750,11697
323,2,-4.6793,5.5628,-3.0415,0,205,825,11697
323,3,-1.1698,7.7784,-0.4679,0,205,825,11697
323,4,-3.8855,7.7938,-0.5181,0,165,845,11697
324,1,0.1253,1.3859,-0.2089,0,305,749,11729
324,2,-4.6793,5.5628,-3.0415,0,206,824,11729
324,3,-1.1698,7.7784,-0.4679,0,206,824,11729
324,4,-3.8855,7.7938,-0.5181,0,165,845,11729
325,1,0.0836,1.389,-0.2089,0,304,750,11763
325,2,-4.6793,5.5628,-3.0415,0,206,824,11763
325,3,-1.1698,7.7784,-0.4679,0,206,824,11763
325,4,-3.8855,7.7938,-0.5181,0,164,847,11763
326,1,0.1253,1.3859,-0.2089,0,303,750,11797
326,2,-4.6793,5.5628,-3.0415,0,205,825,11797
326,3,-1.1698,7.7784,-0.4679,0,205,825,11797
326,4,-3.8855,7.7938,-0.5181,0,165,846,11797
327,1,0.1253,1.3859,-0.2089,0,303,751,11829
327,2,-4.6793,5.5628,-3.0415,0,204,826,11829
327,3,-1.1698,7.7784,-0.4679,0,204,826,11829
327,4,-3.8855,7.7938,-0.5181,0,166,845,11829
328,1,0.0836,1.389,-0.2089,0,305,748,11862
328,2,-4.6793,5.5628,-3.0415,0,205,825,11862
328,3,-1.1698,7.7784,-0.4679,0,205,825,11862
328,4,-3.8855,7.7938,-0.5181,0,163,847,11862
329,1,0.1253,1.3859,-0.2089,0,305,749,11897
329,2,-4.6793,5.5628,-3.0415,0,205,825,11897
329,3,-1.1698,7.7784,-0.4679,0,205,825,11897
329,4,-3.8855,7.7938,-0.5181,0,164,847,11897
330,1,0.1253,1.3859,-0.2089,0,301,753,11929
330,2,-4.6793,5.5628,-3.0415,0,205,825,11929
330,3,-1.1698,7.7784,-0.4679,0,205,825,11929
330,4,-3.8855,7.7938,-0.5181,0,165,846,11929
331,1,0.1253,1.3859,-0.2089,0,307,747,11962
331,2,-4.6793,5.5628,-3.0415,0,205,825,11962
331,3,-1.1698,7.7784,-0.4679,0,205,825,11962
331,4,-3.8855,7.7938,-0.5181,0,164,847,11962
332,1,0.1253,1.3859,-0.2089,0,300,753,11996
332,2,-4.6793,5.5628,-3.0415,0,205,825,11996
332,3,-1.1698,7.7784,-0.4679,0,205,825,11996
332,4,-3.8855,7.7938,-0.5181,0,165,846,11996
333,1,0.1253,1.3859,-0.2089,0,305,749,12030
333,2,-4.6793,5.5628,-3.0415,0,206,823,12030
333,3,-1.1698,7.7784,-0.4679,0,206,823,12030
333,4,-3.8855,7.7938,-0.5181,0,165,845,12030
334,1,0.1253,1.3859,-0.2089,0,304,749,12063
334,2,-4.6793,5.5628,-3.0415,0,205,825,12063
334,3,-1.1698,7.7784,-0.4679,0,205,825,12063
334,4,-3.8855,7.7938,-0.5181,0,163,847,12063
335,1,0.1253,1.3789,-0.2507,0,302,751,12096
335,2,-4.6793,5.5628,-3.0415,0,206,824,12096
335,3,-1.1698,7.7784,-0.4679,0,206,824,12096
335,4,-3.8855,7.7938,-0.5181,0,165,846,12096
336,1,0.1253,1.3789,-0.2507,0,305,748,12130
336,2,0.0836,1.389,-0.2089,0,305,748,12130
336,3,-4.6793,5.5628,-3.0415,0,206,824,12130
336,4,-1.1698,7.7784,-0.4679,0,206,824,12130
336,5,-3.8855,7.7938,-0.5181,0,163,847,12130
337,1,0.1253,1.3789,-0.2507,0,303,750,12163
337,2,0.0836,1.389,-0.2089,0,303,750,12163
337,3,-4.6793,5.5628,-3.0415,0,205,825,12163
337,4,-1.1698,7.7784,-0.4679,0,205,825,12163
337,5,-3.8855,7.7938,-0.5181,0,164,847,12163
338,1,0.1253,1.3789,-0.2507,0,305,749,12197
338,2,0.0836,1.389,-0.2089,0,305,749,12197
338,3,-4.6793,5.5628,-3.0415,0,206,824,12197
338,4,-1.1698,7.7784,-0.4679,0,206,824,12197
338,5,-3.8855,7.7938,-0.5181,0,165,846,12197
339,1,0.1253,1.3859,-0.2089,0,302,751,12230
339,2,-4.6793,5.5628,-3.0415,0,205,825,12230
339,3,-1.1698,7.7784,-0.4679,0,205,825,12230
339,4,-3.8855,7.7938,-0.5181,0,165,846,12230
340,1,0.1253,1.3789,-0.2507,0,301,753,12262
340,2,0.0836,1.389,-0.2089,0,301,753,12262
340,3,-4.6793,5.5628,-3.0415,0,205,825,12262
340,4,-1.1698,7.7784,-0.4679,0,205,825,12262
340,5,-3.8855,7.7938,-0.5181,0,163,847,12262
341,1,0.1253,1.3859,-0.2089,0,304,750,12297
341,2,-4.6793,5.5628,-3.0415,0,205,825,12297
341,3,-1.1698,7.7784,-0.4679,0,205,825,12297
341,4,-3.8855,7.7938,-0.5181,0,165,845,12297
342,1,0.1253,1.3859,-0.2089,0,302,751,12330
342,2,-4.6793,5.5628,-3.0415,0,204,826,12330
342,3,-1.1698,7.7784,-0.4679,0,204,826,12330
342,4,-3.8855,7.7938,-0.5181,0,163,847,12330
343,1,0.1253,1.3789,-0.2507,0,303,750,12363
343,2,0.0836,1.389,-0.2089,0,303,750,12363
343,3,-4.6793,5.5628,-3.0415,0,204,825,12363
343,4,-1.1698,7.7784,-0.4679,0,204,825,12363
343,5,-3.8855,7.7938,-0.5181,0,163,848,12363
344,1,0.1253,1.3859,-0.2089,0,304,749,12396
344,2,-4.6793,5.5628,-3.0415,0,205,825,12396
344,3,-1.1698,7.7784,-0.4679,0,205,825,12396
344,4,-3.8855,7.7938,-0.5181,0,166,845,12396
345,1,0.0836,1.389,-0.2089,0,303,750,12430
345,2,-4.6793,5.5628,-3.0415,0,206,824,12430
345,3,-1.1698,7.7784,-0.4679,0,206,824,12430
345,4,-3.8855,7.7938,-0.5181,0,165,846,12430
346,1,0.1253,1.3859,-0.2089,0,303,750,12463
346,2,-4.6793,5.5628,-3.0415,0,206,824,12463
346,3,-1.1698,7.7784,-0.4679,0,206,824,12463
346,4,-3.8855,7.7938,-0.5181,0,164,847,12463
347,1,0.1253,1.3789,-0.2507,0,307,746,12497
347,2,-4.6793,5.5628,-3.0415,0,206,824,12497
347,3,-1.1698,7.7784,-0.4679,0,206,824,12497
347,4,-3.8855,7.7938,-0.5181,0,162,848,12497
348,1,0.1253,1.3859,-0.2089,0,300,753,12530
348,2,-4.6793,5.5628,-3.0415,0,205,825,12530
348,3,-1.1698,7.7784,-0.4679,0,205,825,12530
348,4,-3.8855,7.7938,-0.5181,0,164,846,12530
349,1,0.1253,1.3859,-0.2089,0,309,745,12563
349,2,-4.6793,5.5628,-3.0415,0,203,826,12563
349,3,-1.1698,7.7784,-0.4679,0,203,826,12563
349,4,-3.8855,7.7938,-0.5181,0,165,845,12563
350,1,0.1253,1.3859,-0.2089,0,307,746,12596
350,2,-4.6793,5.5628,-3.0415,0,205,825,12596
350,3,-1.1698,7.7784,-0.4679,0,205,825,12596
350,4,-3.8855,7.7938,-0.5181,0,165,846,12596
351,1,0.0836,1.389,-0.2089,0,303,750,12629
351,2,-4.6793,5.5628,-3.0415,0,205,825,12629
351,3,-1.1698,7.7784,-0.4679,0,205,825,12629
351,4,-3.8855,7.7938,-0.5181,0,166,845,12629
352,1,0.1253,1.3859,-0.2089,0,301,752,12663
352,2,-4.6793,5.5628,-3.0415,0,205,825,12663
352,3,-1.1698,7.7784,-0.4679,0,205,825,12663
352,4,-3.8855,7.7938,-0.5181,0,165,846,12663
353,1,0.1253,1.3859,-0.2089,0,303,750,12697
353,2,-4.6793,5.5628,-3.0415,0,205,825,12697
353,3,-1.1698,7.7784,-0.4679,0,205,825,12697
353,4,-3.8855,7.7938,-0.5181,0,163,847,12697
354,1,0.1253,1.3859,-0.2089,0,303,751,12730
354,2,-4.6793,5.5628,-3.0415,0,204,825,12730
354,3,-1.1698,7.7784,-0.4679,0,204,825,12730
354,4,-3.8855,7.7938,-0.5181,0,164,847,12730
355,1,0.1253,1.3859,-0.2089,0,301,752,12763
355,2,-4.6793,5.5628,-3.0415,0,203,827,12763
355,3,-1.1698,7.7784,-0.4679,0,203,827,12763
355,4,-3.8855,7.7938,-0.5181,0,165,845,12763
356,1,0.1253,1.3859,-0.2089,0,301,753,12797
356,2,-4.6793,5.5628,-3.0415,0,204,825,12797
356,3,-1.1698,7.7784,-0.4679,0,204,825,12797
356,4,-3.8855,7.7938,-0.5181,0,164,847,12797
357,1,0.1253,1.3859,-0.2089,0,303,750,12830
357,2,-4.6793,5.5628,-3.0415,0,205,825,12830
357,3,-1.1698,7.7784,-0.4679,0,205,825,12830
357,4,-3.8855,7.7938,-0.5181,0,164,847,12830
358,1,0.1253,1.3859,-0.2089,0,300,753,12863
358,2,-4.6793,5.5628,-3.0415,0,205,825,12863
358,3,-1.1698,7.7784,-0.4679,0,205,825,12863
358,4,-3.8855,7.7938,-0.5181,0,163,847,12863
359,1,0.1253,1.3859,-0.2089,0,303,751,12896
359,2,-4.6793,5.5628,-3.0415,0,206,824,12896
359,3,-1.1698,7.7784,-0.4679,0,206,824,12896
359,4,-3.8855,7.7938,-0.5181,0,164,846,12896
360,1,0.1253,1.3859,-0.2089,0,307,746,12929
360,2,-4.6793,5.5628,-3.0415,0,206,824,12929
360,3,-1.1698,7.7784,-0.4679,0,206,824,12929
360,4,-3.8855,7.7938,-0.5181,0,165,846,12929
361,1,0.1253,1.3859,-0.2089,0,303,750,12963
361,2,-4.6793,5.5628,-3.0415,0,206,824,12963
361,3,-1.1698,7.7784,-0.4679,0,206,824,12963
361,4,-3.8855,7.7938,-0.5181,0,166,845,12963
362,1,0.1253,1.3859,-0.2089,0,306,747,12997
362,2,-4.6793,5.5628,-3.0415,0,206,824,12997
362,3,-1.1698,7.7784,-0.4679,0,206,824,12997
362,4,-3.8855,7.7938,-0.5181,0,165,845,12997
363,1,0.1253,1.3859,-0.2089,0,304,750,13030
363,2,-4.6793,5.5628,-3.0415,0,205,824,13030
363,3,-1.1698,7.7784,-0.4679,0,205,824,13030
363,4,-3.8855,7.7938,-0.5181,0,164,847,13030
364,1,0.1253,1.3859,-0.2089,0,306,747,13063
364,2,-4.6793,5.5628,-3.0415,0,204,826,13063
364,3,-1.1698,7.7784,-0.4679,0,204,826,13063
364,4,-3.8855,7.7938,-0.5181,0,166,845,13063
365,1,0.1253,1.3789,-0.2507,0,304,749,13097
365,2,0.0836,1.389,-0.2089,0,304,749,13097
365,3,-4.6793,5.5628,-3.0415,0,206,823,13097
365,4,-1.1698,7.7784,-0.4679,0,206,823,13097
365,5,-3.8855,7.7938,-0.5181,0,166,844,13097
366,1,0.0836,1.389,-0.2089,0,308,746,13130
366,2,-4.6793,5.5628,-3.0415,0,205,825,13130
366,3,-1.1698,7.7784,-0.4679,0,205,825,13130
366,4,-3.8855,7.7938,-0.5181,0,164,847,13130
367,1,0.1253,1.3859,-0.2089,0,304,749,13163
367,2,-4.6793,5.5628,-3.0415,0,206,824,13163
367,3,-1.1698,7.7784,-0.4679,0,206,824,13163
367,4,-3.8855,7.7938,-0.5181,0,165,846,13163
368,1,0.1253,1.3859,-0.2089,0,301,752,13196
368,2,-4.6793,5.5628,-3.0415,0,205,825,13196
368,3,-1.1698,7.7784,-0.4679,0,205,825,13196
368,4,-3.8855,7.7938,-0.5181,0,165,846,13196
369,1,0.0836,1.389,-0.2089,0,306,748,13229
369,2,-4.6793,5.5628,-3.0415,0,205,825,13229
369,3,-1.1698,7.7784,-0.4679,0,205,825,13229
369,4,-3.8855,7.7938,-0.5181,0,165,846,13229
370,1,0.1253,1.3859,-0.2089,0,304,750,13263
370,2,-4.6793,5.5628,-3.0415,0,205,824,13263
370,3,-1.1698,7.7784,-0.4679,0,205,824,13263
370,4,-3.8855,7.7938,-0.5181,0,164,847,13263
371,1,0.0836,1.389,-0.2089,0,301,752,13297
371,2,-4.6793,5.5628,-3.0415,0,205,825,13297
371,3,-1.1698,7.7784,-0.4679,0,205,825,13297
371,4,-3.8855,7.7938,-0.5181,0,165,845,13297
372,1,0.1253,1.3859,-0.2089,0,306,747,13330
372,2,-4.6793,5.5628,-3.0415,0,205,825,13330
372,3,-1.1698,7.7784,-0.4679,0,205,825,13330
372,4,-3.8855,7.7938,-0.5181,0,165,846,13330
373,1,0.1253,1.3859,-0.2089,0,308,745,13363
373,2,-4.6793,5.5628,-3.0415,0,204,825,13363
373,3,-1.1698,7.7784,-0.4679,0,204,825,13363
373,4,-3.8855,7.7938,-0.5181,0,165,845,13363
374,1,0.1253,1.3789,-0.2507,0,305,748,13396
374,2,-4.6793,5.5628,-3.0415,0,205,825,13396
374,3,-1.1698,7.7784,-0.4679,0,205,825,13396
374,4,-3.8855,7.7938,-0.5181,0,164,847,13396
375,1,0.1253,1.3789,-0.2507,0,304,750,13430
375,2,0.0836,1.389,-0.2089,0,304,750,13430
375,3,-4.6793,5.5628,-3.0415,0,204,825,13430
375,4,-1.1698,7.7784,-0.4679,0,204,825,13430
375,5,-3.8855,7.7938,-0.5181,0,164,846,13430
376,1,0.1253,1.3859,-0.2089,0,302,751,13463
376,2,-4.6793,5.5628,-3.0415,0,205,825,13463
376,3,-1.1698,7.7784,-0.4679,0,205,825,13463
376,4,-3.8855,7.7938,-0.5181,0,163,847,13463
377,1,0.1253,1.3859,-0.2089,0,304,749,13497
377,2,-4.6793,5.5628,-3.0415,0,205,825,13497
377,3,-1.1698,7.7784,-0.4679,0,205,825,13497
377,4,-3.8855,7.7938,-0.5181,0,165,846,13497
378,1,0.1253,1.3859,-0.2089,0,302,752,13530
378,2,-4.6793,5.5628,-3.0415,0,205,825,13530
378,3,-1.1698,7.7784,-0.4679,0,205,825,13530
378,4,-3.8855,7.7938,-0.5181,0,165,846,13530
379,1,0.1253,1.3859,-0.2089,0,307,747,13562
379,2,-4.6793,5.5628,-3.0415,0,204,826,13562
379,3,-1.1698,7.7784,-0.4679,0,204,826,13562
379,4,-3.8855,7.7938,-0.5181,0,165,846,13562
380,1,0.1253,1.3789,-0.2507,0,305,749,13597
380,2,-4.6793,5.5628,-3.0415,0,206,824,13597
380,3,-1.1698,7.7784,-0.4679,0,206,824,13597
380,4,-3.8855,7.7938,-0.5181,0,164,847,13597
381,1,0.1253,1.3859,-0.2089,0,305,748,13630
381,2,-4.6793,5.5628,-3.0415,0,205,825,13630
381,3,-1.1698,7.7784,-0.4679,0,205,825,13630
381,4,-3.8855,7.7938,-0.5181,0,164,847,13630
382,1,0.0836,1.389,-0.2089,0,304,750,13663
382,2,-4.6793,5.5628,-3.0415,0,206,823,13663
382,3,-1.1698,7.7784,-0.4679,0,206,823,13663
382,4,-3.8855,7.7938,-0.5181,0,165,846,13663
383,1,0.1253,1.3859,-0.2089,0,307,746,13697
383,2,-4.6793,5.5628,-3.0415,0,204,825,13697
383,3,-1.1698,7.7784,-0.4679,0,204,825,13697
383,4,-3.8855,7.7938,-0.5181,0,166,844,13697
384,1,0.1253,1.3859,-0.2089,0,301,752,13730
384,2,-4.6793,5.5628,-3.0415,0,205,825,13730
384,3,-1.1698,7.7784,-0.4679,0,205,825,13730
384,4,-3.8855,7.7938,-0.5181,0,167,844,13730
385,1,0.0836,1.389,-0.2089,0,303,750,13763
385,2,-4.6793,5.5628,-3.0415,0,206,824,13763
385,3,-1.1698,7.7784,-0.4679,0,206,824,13763
385,4,-3.8855,7.7938,-0.5181,0,163,848,13763
386,1,0.1253,1.3789,-0.2507,0,304,750,13797
386,2,-4.6793,5.5628,-3.0415,0,206,825,13797
386,3,-1.1698,7.7784,-0.4679,0,206,825,13797
386,4,-3.8855,7.7938,-0.5181,0,166,845,13797
387,1,0.1253,1.3859,-0.2089,0,302,752,13830
387,2,-4.6793,5.5628,-3.0415,0,205,825,13830
387,3,-1.1698,7.7784,-0.4679,0,205,825,13830
387,4,-3.8855,7.7938,-0.5181,0,164,847,13830
388,1,0.1253,1.3789,-0.2507,0,304,749,13863
388,2,-4.6793,5.5628,-3.0415,0,203,826,13863
388,3,-1.1698,7.7784,-0.4679,0,203,826,13863
388,4,-3.8855,7.7938,-0.5181,0,165,846,13863
389,1,0.0836,1.389,-0.2089,0,306,748,13897
389,2,-4.6793,5.5628,-3.0415,0,207,823,13897
389,3,-1.1698,7.7784,-0.4679,0,207,823,13897
389,4,-3.8855,7.7938,-0.5181,0,164,847,13897
390,1,0.1253,1.3859,-0.2089,0,303,750,13930
390,2,-4.6793,5.5628,-3.0415,0,207,823,13930
390,3,-1.1698,7.7784,-0.4679,0,207,823,13930
390,4,-3.8855,7.7938,-0.5181,0,164,846,13930
391,1,0.1253,1.3859,-0.2089,0,304,750,13963
391,2,-4.6793,5.5628,-3.0415,0,206,824,13963
391,3,-1.1698,7.7784,-0.4679,0,206,824,13963
391,4,-3.8855,7.7938,-0.5181,0,165,846,13963
392,1,0.1253,1.3859,-0.2089,0,303,751,13997
392,2,-4.6793,5.5628,-3.0415,0,205,824,13997
392,3,-1.1698,7.7784,-0.4679,0,205,824,13997
392,4,-3.8855,7.7938,-0.5181,0,164,846,13997
393,1,0.1253,1.3859,-0.2089,0,302,752,14029
393,2,-4.6793,5.5628,-3.0415,0,206,823,14029
393,3,-1.1698,7.7784,-0.4679,0,206,823,14029
393,4,-3.8855,7.7938,-0.5181,0,164,846,14029
394,1,0.1253,1.3859,-0.2089,0,305,749,14063
394,2,-4.6793,5.5628,-3.0415,0,204,825,14063
394,3,-1.1698,7.7784,-0.4679,0,204,825,14063
394,4,-3.8855,7.7938,-0.5181,0,165,846,14063
395,1,0.1253,1.3789,-0.2507,0,303,750,14096
395,2,-4.6793,5.5628,-3.0415,0,205,825,14096
395,3,-1.1698,7.7784,-0.4679,0,205,825,14096
395,4,-3.8855,7.7938,-0.5181,0,164,847,14096
396,1,0.1253,1.3859,-0.2089,0,304,750,14129
396,2,-4.6793,5.5628,-3.0415,0,204,825,14129
396,3,-1.1698,7.7784,-0.4679,0,204,825,14129
396,4,-3.8855,7.7938,-0.5181,0,165,846,14129
397,1,0.1253,1.3859,-0.2089,0,306,748,14163
397,2,-4.6793,5.5628,-3.0415,0,206,824,14163
397,3,-1.1698,7.7784,-0.4679,0,206,824,14163
397,4,-3.8855,7.7938,-0.5181,0,164,847,14163
398,1,0.1253,1.3859,-0.2089,0,302,752,14197
398,2,-4.6793,5.5628,-3.0415,0,206,824,14197
398,3,-1.1698,7.7784,-0.4679,0,206,824,14197
398,4,-3.8855,7.7938,-0.5181,0,165,845,14197
399,1,0.1253,1.3789,-0.2507,0,306,748,14230
399,2,-4.6793,5.5628,-3.0415,0,206,823,14230
399,3,-1.1698,7.7784,-0.4679,0,206,823,14230
399,4,-3.8855,7.7938,-0.5181,0,165,846,14230
400,1,0.1253,1.3859,-0.2089,0,304,749,14263
400,2,-4.6793,5.5628,-3.0415,0,206,824,14263
400,3,-1.1698,7.7784,-0.4679,0,206,824,14263
400,4,-3.8855,7.7938,-0.5181,0,162,848,14263
401,1,0.1253,1.3789,-0.2507,0,302,751,14296
401,2,-4.6793,5.5628,-3.0415,0,204,825,14296
401,3,-1.1698,7.7784,-0.4679,0,204,825,14296
401,4,-3.8855,7.7938,-0.5181,0,164,846,14296
402,1,0.1253,1.3859,-0.2089,0,305,748,14330
402,2,-4.6793,5.5628,-3.0415,0,205,825,14330
402,3,-1.1698,7.7784,-0.4679,0,205,825,14330
402,4,-3.8855,7.7938,-0.5181,0,164,846,14330
403,1,0.1253,1.3789,-0.2507,0,302,751,14363
403,2,-4.6793,5.5628,-3.0415,0,205,825,14363
403,3,-1.1698,7.7784,-0.4679,0,205,825,14363
403,4,-3.8855,7.7938,-0.5181,0,166,845,14363
404,1,0.1253,1.3859,-0.2089,0,304,749,14397
404,2,-4.6793,5.5628,-3.0415,0,208,822,14397
404,3,-1.1698,7.7784,-0.4679,0,208,822,14397
404,4,-3.8855,7.7938,-0.5181,0,165,846,14397
405,1,0.1253,1.3859,-0.2089,0,307,747,14430
405,2,-4.6793,5.5628,-3.0415,0,205,825,14430
405,3,-1.1698,7.7784,-0.4679,0,205,825,14430
405,4,-3.8855,7.7938,-0.5181,0,164,847,14430
406,1,0.1253,1.3859,-0.2089,0,301,752,14463
406,2,-4.6793,5.5628,-3.0415,0,206,824,14463
406,3,-1.1698,7.7784,-0.4679,0,206,824,14463
406,4,-3.8855,7.7938,-0.5181,0,163,847,14463
407,1,0.1253,1.3859,-0.2089,0,304,750,14497
407,2,-4.6793,5.5628,-3.0415,0,206,824,14497
407,3,-1.1698,7.7784,-0.4679,0,206,824,14497
407,4,-3.8855,7.7938,-0.5181,0,163,847,14497
408,1,0.1253,1.3859,-0.2089,0,304,749,14530
408,2,-4.6793,5.5628,-3.0415,0,206,824,14530
408,3,-1.1698,7.7784,-0.4679,0,206,824,14530
408,4,-3.8855,7.7938,-0.5181,0,164,847,14530
409,1,0.1253,1.3859,-0.2089,0,302,751,14563
409,2,-4.6793,5.5628,-3.0415,0,206,824,14563
409,3,-1.1698,7.7784,-0.4679,0,206,824,14563
409,4,-3.8855,7.7938,-0.5181,0,162,848,14563
410,1,0.1253,1.3859,-0.2089,0,307,746,14596
410,2,-4.6793,5.5628,-3.0415,0,204,825,14596
410,3,-1.1698,7.7784,-0.4679,0,204,825,14596
410,4,-3.8855,7.7938,-0.5181,0,165,846,14596
411,1,0.1253,1.3789,-0.2507,0,302,751,14630
411,2,-4.6793,5.5628,-3.0415,0,206,824,14630
411,3,-1.1698,7.7784,-0.4679,0,206,824,14630
411,4,-3.8855,7.7938,-0.5181,0,166,845,14630
412,1,0.0836,1.389,-0.2089,0,306,747,14663
412,2,-4.6793,5.5628,-3.0415,0,205,825,14663
412,3,-1.1698,7.7784,-0.4679,0,205,825,14663
412,4,-3.8855,7.7938,-0.5181,0,163,848,14663
413,1,0.1253,1.3859,-0.2089,0,307,746,14697
413,2,-4.6793,5.5628,-3.0415,0,204,826,14697
413,3,-1.1698,7.7784,-0.4679,0,204,826,14697
413,4,-3.8855,7.7938,-0.5181,0,165,846,14697
414,1,0.1253,1.3859,-0.2089,0,305,748,14730
414,2,-4.6793,5.5628,-3.0415,0,204,826,14730
414,3,-1.1698,7.7784,-0.4679,0,204,826,14730
414,4,-3.8855,7.7938,-0.5181,0,164,847,14730
415,1,0.1253,1.3859,-0.2089,0,300,753,14763
415,2,-4.6793,5.5628,-3.0415,0,204,826,14763
415,3,-1.1698,7.7784,-0.4679,0,204,826,14763
415,4,-3.8855,7.7938,-0.5181,0,164,846,14763
416,1,0.1253,1.3789,-0.2507,0,305,748,14796
416,2,-4.6793,5.5628,-3.0415,0,205,825,14796
416,3,-1.1698,7.7784,-0.4679,0,205,825,14796
416,4,-3.8855,7.7938,-0.5181,0,165,845,14796
417,1,0.1253,1.3789,-0.2507,0,302,751,14830
417,2,-4.6793,5.5628,-3.0415,0,204,825,14830
417,3,-1.1698,7.7784,-0.4679,0,204,825,14830
417,4,-3.8855,7.7938,-0.5181,0,164,847,14830
418,1,0.1253,1.3789,-0.2507,0,307,747,14863
418,2,-4.6793,5.5628,-3.0415,0,205,825,14863
418,3,-1.1698,7.7784,-0.4679,0,205,825,14863
418,4,-3.8855,7.7938,-0.5181,0,164,847,14863
419,1,0.1253,1.3859,-0.2089,0,301,753,14897
419,2,-4.6793,5.5628,-3.0415,0,204,825,14897
419,3,-1.1698,7.7784,-0.4679,0,204,825,14897
419,4,-3.8855,7.7938,-0.5181,0,165,845,14897
420,1,0.1253,1.3789,-0.2507,0,300,753,14930
420,2,-4.6793,5.5628,-3.0415,0,204,825,14930
420,3,-1.1698,7.7784,-0.4679,0,204,825,14930
420,4,-3.8855,7.7938,-0.5181,0,162,848,14930
421,1,0.1253,1.3859,-0.2089,0,303,750,14962
421,2,-4.6793,5.5628,-3.0415,0,204,826,14962
421,3,-1.1698,7.7784,-0.4679,0,204,826,14962
421,4,-3.8855,7.7938,-0.5181,0,164,847,14962
422,1,0.1253,1.3859,-0.2089,0,302,752,14997
422,2,-4.6793,5.5628,-3.0415,0,204,826,14997
422,3,-1.1698,7.7784,-0.4679,0,204,826,14997
422,4,-3.8855,7.7938,-0.5181,0,167,843,14997
423,1,0.0836,1.389,-0.2089,0,301,753,15030
423,2,-4.6793,5.5628,-3.0415,0,204,825,15030
423,3,-1.1698,7.7784,-0.4679,0,204,825,15030
423,4,-3.8855,7.7938,-0.5181,0,164,847,15030
424,1,0.1253,1.3789,-0.2507,0,306,748,15063
424,2,-4.6793,5.5628,-3.0415,0,202,828,15063
424,3,-1.1698,7.7784,-0.4679,0,202,828,15063
424,4,-3.8855,7.7938,-0.5181,0,163,847,15063
425,1,0.1253,1.3789,-0.2507,0,301,753,15097
425,2,-4.6793,5.5628,-3.0415,0,206,824,15097
425,3,-1.1698,7.7784,-0.4679,0,206,824,15097
425,4,-3.8855,7.7938,-0.5181,0,164,846,15097
426,1,0.1253,1.3859,-0.2089,0,303,750,15130
426,2,-4.6793,5.5628,-3.0415,0,206,824,15130
426,3,-1.1698,7.7784,-0.4679,0,206,824,15130
426,4,-3.8855,7.7938,-0.5181,0,163,847,15130
426,5,-2.3396,1.5617,-0.0836,-1.4275,151,573,15130
427,1,0.1253,1.3859,-0.2089,0,307,746,15163
427,2,-4.6793,5.5628,-3.0415,0,205,825,15163
427,3,-1.1698,7.7784,-0.4679,0,205,825,15163
427,4,-3.8855,7.7938,-0.5181,0,165,846,15163
427,5,-2.5847,1.2987,-0.8022,-2.3791,200,559,15163
428,1,0.1253,1.3859,-0.2089,0,303,751,15196
428,2,-4.6793,5.5628,-3.0415,0,207,823,15196
428,3,-1.1698,7.7784,-0.4679,0,207,823,15196
428,4,-3.8855,7.7938,-0.5181,0,162,847,15196
429,1,0.1253,1.3859,-0.2089,0,304,750,15230
429,2,-4.6793,5.5628,-3.0415,0,204,826,15230
429,3,-1.1698,7.7784,-0.4679,0,204,826,15230
429,4,-3.8855,7.7938,-0.5181,0,162,848,15230
429,5,-2.089,1.7927,-0.5849,-1.4275,229,564,15230
430,1,0.1253,1.3859,-0.2089,0,303,750,15263
430,2,-4.6793,5.5628,-3.0415,0,206,824,15263
430,3,-1.1698,7.7784,-0.4679,0,206,824,15263
430,4,-3.8855,7.7938,-0.5181,0,165,845,15263
430,5,-2.2616,1.4021,-0.5654,-1.9033,253,571,15263
430,6,-4.4564,0.754,-1.2534,-1.4275,167,578,15263
431,1,0.1253,1.3859,-0.2089,0,305,748,15297
431,2,-4.6793,5.5628,-3.0415,0,205,825,15297
431,3,-1.1698,7.7784,-0.4679,0,205,825,15297
431,4,-3.8855,7.7938,-0.5181,0,167,844,15297
431,5,-2.1057,1.4987,-0.4679,-1.9033,257,581,15297
431,6,-2.2616,1.4569,-0.4039,-1.4275,260,580,15297
432,1,0.0836,1.389,-0.2089,0,304,749,15329
432,2,-4.6793,5.5628,-3.0415,0,202,827,15329
432,3,-1.1698,7.7784,-0.4679,0,202,827,15329
432,4,-3.8855,7.7938,-0.5181,0,165,846,15329
433,1,0.1253,1.3859,-0.2089,0,302,751,15363
433,2,-4.6793,5.5628,-3.0415,0,203,828,15363
433,3,-1.1698,7.7784,-0.4679,0,203,828,15363
433,4,-3.8855,7.7938,-0.5181,0,162,848,15363
434,1,0.1253,1.3859,-0.2089,0,302,751,15397
434,2,-4.6793,5.5628,-3.0415,0,202,828,15397
434,3,-1.1698,7.7784,-0.4679,0,202,828,15397
434,4,-3.8855,7.7938,-0.5181,0,164,847,15397
435,1,0.1253,1.3859,-0.2089,0,304,750,15430
435,2,-4.6793,5.5628,-3.0415,0,207,824,15430
435,3,-1.1698,7.7784,-0.4679,0,207,824,15430
435,4,-3.8855,7.7938,-0.5181,0,163,847,15430
436,1,0.1253,1.3859,-0.2089,0,304,749,15463
436,2,-4.6793,5.5628,-3.0415,0,207,824,15463
436,3,-1.1698,7.7784,-0.4679,0,207,824,15463
